id,titulo,descricao,status,data
309,Sem energia,"Estamos sem energia no prédio inteiro desde a data de ontem, 28/01/2024.Hoje, 29/02/2024; às 17H12, continuamos sem energia",N/A,Há 5 dias
310,A light cortou minha luz indevidamente.,A light cortou a eletricidade da minha residência sem chamar no portão para ver se a conta já avisa sendo paga. Quando a luz foi c,Respondida,Há 5 dias
311,Desvio de luz e cobrança abusiva!,"Há algum tempo percebo o aumento de minha luz e que sempre que meu vizinho do andar de cima liga o chuveiro ou ar condicionado, po",Respondida,Há 5 dias
312,Desta vez não é uma reclamação mas uma solicitação.,Quando entramos em contato com a light via WhatsApp não existe a opção de falta de fase então temos que registrar falta de luz o q,N/A,Há 5 dias
313,EXPLOSÃO DE BUEIRO LIGHT CAUSA TRANSTORNOS,Reclamo pela explosão e falta de manutenção nos bueiros da Light aqui em Copacabana. Ontem mais um bueiro explodiu aqui na Figueir,Respondida,Há 5 dias
314,Pagamento em duplicidade,No mês de dez/2023 paguei a conta 2 x. Não recebi o estorno e também não recebi a conta de janeiro para pagar.,Respondida,Há 5 dias
315,"PEDIDO FEITO, PAGO E ENCOMENDA NÃO ENVIADA","Conforme propaganda existente na Internet e pedido de um ventilador feito e pago, conforme comprovantes anexos, não houve envio da",Não respondida,Há 5 dias
316,CARTA DE ANUÊNCIA,"Prezados, boa tarde. Gostaria de solicitar a vocês uma carta de anuência do protesto que está em meu nome, mas que eu mesma já liq",Respondida,Há 5 dias
317,As árvores da rua não são podadas há alguns anos,"Por não ser realizada a poda nas árvores localizadas na calçada da rua há uns anos, as mesmas estão imensas dominam fiação elétric",Respondida,Há 5 dias
318,Light ignora pedidos de reparo,"Desde quinta-feira, dia 24 de janeiro, já fiz 3 pedidos de reparo na queda de fase da energia em minha residência, que me impede d",N/A,Há 5 dias
319,Preciso alterar o email,"A antiga titular da conta faleceu e eu preciso pegar a segunda via de uma conta e também passar para meu nome, mas para isso preci",Respondida,Há 5 dias
320,PARCELAMENTO SEM AUTORIZAÇÃO,"A FORNECEDORA DE ENERGIA LIGHT AUMENTOU MUITO O VALOR DA MINHA CONTA DE ENERGIA NOS MESES DE JANEIRO E FEVEREIRO, MINHA CASA SÓ",Respondida,Há 5 dias
321,Parcelamento não cobrado na conta,"Fiz um parcelamento no dia 29/12/2023 de um débito no meu apartamento, realizei o pagamento de 40% da divida no ato e parcelei o r",Respondida,Há 5 dias
322,Não consigo emitir fatura,Tenho uma conta com valor inferior a 5 reais ( saldo remanescente) do fechamento de uma titularidade. Mudei de cidade e não,Respondida,Há 5 dias
323,Corte de energia elétrica,Venho aqui mais uma vez reclamar da Light.Tive a luz cortada hoje dia 29/01/2024. A conta venceu dia 08/01/2024 e estava com,N/A,Há 5 dias
324,NÃO CONSIGO PAGAR CONTA SITE NAO FUNCIONA,Não consigo Vou comprar aqui de outra pessoa para ver se vai conta da LIGHTO APLICATIVO NÃO FUNCIONAO SITE NÃO ABRE,N/A,Há 5 dias
325,reclamacao de instalacao de relogio,"Venho aqui fazer uma reclamacao e deixar minha indguinacao pois estou tendo um problema com a light ,pois fiz um pedido para coloc",Respondida,Há 5 dias
326,Troca de titularidade,Boa tarde aluguei um imóvel fiz o contrato de locação fiz o pedido pela agência virtual da light no dia 26/01/2024 com o protocolo,N/A,Há 5 dias
327,Ligação Nova - Sem luz desde o dia 18 de janeiro,"Prezados,Venho manifestar minha insatisfação com a prestação de serviços da Light desde o dia 17 de janeiro. Realizei a solicitaçã",N/A,Há 5 dias
328,Endereço cadastrado errado e a empresa se nega a retificar o erro,"Há pelo menos 30 anos, o endereço cadastrado da minha conta de luz está como ""Fundos"", porém a minha casa é a da frente.",Respondida,Há 5 dias
329,Cobrança [Editado pelo Reclame Aqui] ( Casa Sem Poste e Relógio),"Venho através dessa informar que a residência está sem relógio e sem poste e mesmo assim a Light está enviando Faturas, Boletos e",Respondida,Há 5 dias
330,Cobrança na porta,"A light envia cobradores na nossa residência sendo que já avisado por e-mail, telefone,a data de pagamento,está causando muito con",N/A,Há 5 dias
331,Conta de energia vindo o dobro ligo e ninguém resolve,Meu consumo de energia gira em torno de 230 kWh e minha conta sem nenhum motivo aparente subiu para 430 kWh sem ter nenhum gasto,Respondida,Há 5 dias
332,Consumidor solar Robson sendo prejudicado,"A concessionária Light está cada vez mais negligente com seus serviços prestados, prejudicando o cliente solar Robson Lacerda, uma",Respondida,Há 5 dias
333,Consumidor solar Sebastião Leite sendo prejudicado,A concessionária Light está cada vez mais negligente com seus serviços e atendimentos e vem prejudicando diariamente os clientes s,Respondida,Há 5 dias
334,Solicitação de Carta de Anuência,"Preciso dar baixa em um protesto da Light no 3 Cartório de Protestos do RJ. Entrei no portal do cliente, porém não existe opção pa",N/A,Há 5 dias
335,Aniversário de um ano de falta de luz na casa da minha mãe!!!,"Estou comemorando aniversário de um ano de falta de luz na casa da minha mãe, vou comprar um bolo para comerar a GRANDE DATA, vou",N/A,Há 5 dias
336,Cobrança [Editado pelo Reclame Aqui],"Em 04/12/2023 fui informado por funcionários em minha residência que tinha uma conta em aberto no valor de R$31.042,02 referente a",Respondida,Há 5 dias
337,Troca de titularidade,"Não consigo acesso, nem obtive resposta sobre minha solicitação de troca de titularidade de conta. Essa troca realizava a mudança",Respondida,Há 5 dias
338,Não transferiu créditos de microgeração após período de dois ciclos.,"Prezados, bom dia.Informamos que o rateio não foi executado na fatura deste mês, conforme foi informado poela Light. T",N/A,Há 5 dias
339,Prazo de vistoria para instalação de energia solar expirado.,"Prezados, bom dia!No dia 17/01/2024 foi solicitada pelo engenheiro do projeto a vistoria da Light em minha residência",Respondida,Há 5 dias
340,SENHA DA LIGHT MUITO COMPLICADA,"Estou tentando acessar o APP já tem quase 20 dias e não funciona, tentei acessar a agencia virtual, pede senha tentei recuperar e",Respondida,Há 5 dias
341,Cobrança [Editado pelo Reclame Aqui],"Tendo em vista que a dívida já foi paga, pelo Programa Desenrola Brasil do Governo Federal e que já expirou o prazo para a retirad",N/A,Há 5 dias
342,Débitos inexistentes,"No mês de março recebi além da conta do mês de fevereiro , outra conta no valor de R$ 104,26, referente ao mês de janeiro. Uma fat",Respondida,Há 5 dias
343,Ritmo de Festa!!!!,"Bom, mais uma vez no escuro!Após a compra de um apartamento, fui até a empresa Light (deveria chamar Dark) no dia 20/",Respondida,Há 5 dias
344,Pagamento duplicado,Fiz um pagamento duplicado pra light.uma fatura chegou via email e outra em papel de mesmo valor.posso provar.nao foi feito nenhum,Respondida,Há 5 dias
345,Quedas de luz constantes há anos!!,A minha rua (Professor Alfredo Gomes em Botafogo) sofre um problema crônico de falta de luz há anos. As quedas de luz são constant,Respondida,Há 5 dias
346,Aumento absurdo na conta após troca de medidor,"Em novembro de 2023 foi realizada a troca dos medidores de energia pela Light, sem aviso prévio. Nós moradores apenas fomos inform",Respondida,Há 5 dias
347,Aumento abusivo,"Recebi a fatura de jan/22 com vencimento em fev/22, com um aumento absurdo de consumo de energia. Minha média está por volta de R$",Respondida,Há 5 dias
348,Conta paga,Em novembro não recebi a minha conta pelo e-mail. Peguei o código de barras pelo aplicativo e ao tentar pagar o valor estava difer,Respondida,Há 5 dias
349,Troca de titularidade,Fiz a solicitação de troca de titularidade através do site de vocês. A solicitação foi negada e pediram para eu comparecer na Agên,Respondida,Há 5 dias
350,Light vergonha nacional sem luz desde dia 25,Fui surpreendido no dia 25 do presente mês pela falta de luz na maioria dos aparelhos de minha casa por volts das 23:30. Em seguid,Respondida,Há 5 dias
351,Fio entra medidor derretendo,Estamos desde semana passada pedindo servico de vcs para trocar fio que vem da rua uma vez que o mesmo esta esquentando e ja esta,Respondida,Há 5 dias
352,Cobramca [Editado pelo Reclame Aqui],"Bom dia ! To indignada com essa empresa , estavam cortando minha energia alegando um saldo devedor de outubro ( o mesmo estando pa",Respondida,Há 5 dias
353,Atualização dados,"Realizei a atualização de dados pelo WhatsApp da Light ******* a um tempo atrás, para conseguir acesso ao aplicativo, mas sem suce",Respondida,Há 5 dias
354,Quedas de energia,Moro na rua Risoleta Caetano no bairro Engenho do Porto - Duque de Caxias. Há cinco dias houve uma falta de luz pela noite que ret,Respondida,Há 6 dias
355,Queda constante de energia elétrica,"Resido na Rua Assunção 246, Rio de Janeiro, e acho um total descalabro, sem vergonhice e desrespeito o que está acontecendo com o",Respondida,Há 6 dias
356,"Light deixando moradores da Santa Cruz em Volta Redonda sem luz, na Avenida Major Aníbal de Oliveira Filho, onde existe um transformador com problema e a Light se nega a trocar.","Toda vez que chove ou ameaça chover, nós moradores da Avenida Major Aníbal de Oliveira Filho, Santa Cruz Volta Redonda ficamos vár",N/A,Há 6 dias
357,Conta de luz com preço abusivo e atendente sem querer resolver o problema.,"Sou moradora ÚNICA de uma casa em sistema trifásico, situada no Rio de Janeiro Capital, trabalho fora de segunda à sexta-feira e p",Respondida,Há 6 dias
358,Meu rélogio está em curto e pode pegar fogo no quadro,Estou com meu relógio em curto desde o dia 20/01 e no dia seguinte 21/01eu entrei em contato com a light (protocolo*******) para r,Respondida,Há 6 dias
359,Contestar valor da conta light,"Boa noite, minhas contas de luz estão vindo muito alta sendo que não tenho ar condicionado, nem aparelhos que use muita energia go",Respondida,Há 6 dias
360,Duplicidade de pagamento,"Boa noite, Fiz o pagamento de conta referente ao mês 11/2023 duas vezes.O pagamento em duplicidade foi feito dia",Respondida,Há 6 dias
361,Corte de luz sem comunicação prévia.,É necessária a comunicação prévia e a mesma é exigida no art 91 da Resolução 456/2000.A forma e prazo para esta comuni,Respondida,Há 6 dias
362,Cobrança [Editado pelo Reclame Aqui],"Boa noite!!!Recebi minha conta de Luz para pagamento mês Janeiro e que veio me cobrando um acordo, acordo esse que não",Respondida,Há 6 dias
363,Faltou luz novamente,Bom hoje dia 28/01/2024 voltei aqui para fazer outra reclamação pois já não aguento mais isso . No dia 16/01 faltou luz dai fiquei,N/A,Há 6 dias
364,Equipamento danificado após queda de energia,"Na sexta, dia 19/01, a energia começou a ficar ruim. Os ventiladores começaram a ficar mais fracos, a geladeira ligava e desligava",Respondida,Há 6 dias
365,Recebimento de TOI indevido,Minha identificação de consumidor: Unidade consumidora: 411344695 - Titular da Unidade consumidora é meu sogro.,Respondida,Há 6 dias
366,Não consigo colocar demanda de emergência nos canais informados pela empresa,"Desde a ultima sexta-feira (hoje, domingo), estou tentando registrar uma demanda de emergência nos canais informados pela LIGHT, p",Respondida,Há 6 dias
367,Não consigo mais a conta de luz para pagar,A light não me manda mais a conta de luz para que eu possa pagar pois tenho que deslocar da onde eu moro até uma agência da light,Respondida,Há 6 dias
368,Leitura Errada do Medidor,"Neste mês, em 23/01/2034, ocorreu um equívoco na leitura do meu medidor pela funcionária da Light, que estava substituindo o habit",Respondida,Há 6 dias
369,Falta de luz,"Estou com falta de luz desde o dia 23/1/2024 às 8:00. Já fiz várias reclamações, como não fui atendida , liguei para a ouvidoria c",N/A,Há 6 dias
370,Troca de titularidade ABANDONADA,"Solicitei a troca de titularidade em junho de 2023 e até hoje, 28 de janeiro de 2024, a light não a efetuou. O ex locatário do meu",Respondida,Há 6 dias
371,A história se repete,"Quase 4 meses depois de ter um problema com a Light e ter esperado mais de uma semana p ter ele resolvido, o mesmo se repete. Minh",Respondida,Há 6 dias
372,Sem luz deis das 6 horas da manhã,"Ola me chamo Célia e gostaria de fazer uma reclamação, estou sem luz deis das 6 da manhã aqui onde eu moro ! Light vcs são uma ver",Respondida,Há 6 dias
373,"Estou negligenciado pela light, com falta de luz passando das 48h e ninguém para resolver o caso.","Estou sem luz desde SEXTA FEIRA, do qual minha residência esta sem o fornecimento e com isso, liguei diversas vezes a light com in",N/A,Há 6 dias
374,Esperando religamento há quase 2 meses,"Estou solicitando a light que religuem minha luz, pois aluguei uma casa e estou sem luz a quase dois meses, quando fui na agência",N/A,Há 6 dias
375,Sem luz a dias!!,"Estamos com falha no fornecimento de energia na cidade de Miguel Pereira/RJ a 5 dias! Meu avô de 104 anos e eu somos diabéticos,",Respondida,Há 6 dias
376,Estou sem luz a 5 dias!!!!!!!!,"Estou sem luz desde quarta feira, e sem eletricidade total. Estragou minhas comidas todas, liguei inúmeras vezes e só fala e não r",Respondida,Há 7 dias
377,"CABO DE AÇO ARREBENTADO, FIOS PARTIDOS, FIOS IMENDADOS PELA LIGHT","HÁ 6 DIAS QUE A LIGHT VEIO NO LOCAL, FALARAM QUE OUTRA EQUIPE QUE VINHA , PQ ELES NAO PODIAM FAZER NADA . ESTA UM PERIGO E SITUAÇÃ",Respondida,Há 7 dias
378,"Tinha um acordo com a light, paguei em duplicidade uma das parcelas e queria saber se a última foi quitada","Tinha um acordo com a Light, paguei a penúltima parcela em duplicidade e preciso da confirmação se a última foi abatida do crédito",Respondida,Há 7 dias
379,Falta de luz constante,"Por diversas vezes falta luz na minha casa.Acho que é por conta de um transformador.Já queimou meu freezer,o roteador e a tv está",Respondida,Há 7 dias
380,Pagamento de divida e nao retirada de protesto em cartorio,Paguei uma dívida com à light e a mesma até hoje não retirou meu protesto de cartório mesmo depois de pago a dívida,N/A,Há 7 dias
381,Atendimento para autoconsumo remoto,Após ir na agência física da light para solicitar alteração para que 100% da energia fosse direcionada para uma das instalações (0,N/A,Há 7 dias
382,Tampa do medidor opaca impossível de realizar a leitura.,Meu consumo de energia duplicou a mais de 5 meses porém nos últimos três meses subiu absurdamente onde sinalizei a light sobre al,Respondida,Há 7 dias
383,Cobrança abusiva,"Venho contestar a cobrança abusiva que veio na minha conta, minhas ultimas duas contas veio o valor 4 vezes maior do que vem, é im",Respondida,Há 7 dias
384,DATA DE VENCIMENTO fixa,"Entrei com contato com a empresa citada para poder entender como é feito o processo de datas de vencimento de conta, uma vez que e",Respondida,Há 7 dias
385,Light não liga minha energia,No dia 17 de janeiro estive numa agência da light pra fazer a transferência de luz de um imóvel pro meu nome. Assim feito. Mas pra,Respondida,Há 7 dias
386,Cadastro de uma nova instalação,Bem venho aqui passar o que eu estou vivendo pois comprei uma casa e preciso colocar uma instalação de energia. Já fiz pela,Respondida,Há 7 dias
387,Falta de luz em uma fase da rua,"Uma fase de energia na rua está com problema e sem energia, já foi feita várias reclamações desde de quinta feira dia 18/01/2024,",Respondida,Há 7 dias
388,Sem energia elétrica !Quero à solução.,Protocolo******* me foi pedido pelo Wladimir C.Gomes e foi mandado uma equipe constatando que tinha defeito e precisava de um car,Respondida,Há 7 dias
389,"Nome negativado, mesmo com as contas pagas a mais de 10 dias.",Aluguei o apartamento e quando devolvi o imóvel ao proprietário solicitei o cancelamento do contrato junto a Light (isso em 2022).,Respondida,Há 7 dias
390,Falta de energia,"Hoje dia 27/01/24 as 7h da manha todo o meu prédio tem energia e só meu apartamento está sem, chamei uma pessoa para verificar e",Respondida,Há 7 dias
391,Demora para troca de medidor,Em 24/11/2023 foi solicitado aumento de carga (trocar medidor do apartamento de monofásico para trifásico) através do protocolo***,Respondida,Há 7 dias
392,Ressarcimento,"Moro na comunidade pavão - pavãozinho, desde sempre a light nunca instalou um relógio na minha casa, mesmo realizando pedido, entã",Respondida,Há 7 dias
393,"SEM ACORDO, SEM CANCELAMENTO ""PROTESTADO SEM NOTIFICAÇÃO"".",O IMÓVEL ESTÁ FECHADO! DEPOIS DE TER VÁRIAS COBRANÇAS [Editado pelo Reclame Aqui] SEM RESOLVEREM O MEU PROBLEMA COM TOTAL FALTA DE,Respondida,Há 7 dias
394,Não consigo pagar,"Estou com uma dívida e não consigo pagar, 49 reais e desconheço a dívida",Respondida,Há 7 dias
395,Falta de energia em uma das fases,Minha residência está semanas sem luz em uma das fases. Ligo e abro o chamado na light e sem ninguém aparecer no local. Eles fecha,N/A,Há 7 dias
396,Realocação de medidor não respondida,Solicitei a realocação no dia 21/01 já com o padrão solicitado preparado e me foi dado o prazo de até o dia 26/01 para comparecere,Respondida,Há 8 dias
397,Light Deixa Cliente sem Energia e gera prejuizo,Boa noite.Desde ontem 25/01/24 por volta das 23:30 uma fase do disjuntor trifasico caiu e a energia esta oscilando e causand,N/A,Há 8 dias
398,Oscilação de fases e quedas de energia constantes,"Minha residência tem um relógio trifásico e está com oscilações de energia elétrica, com isso, tenho sofrido quedas constantes de",Respondida,Há 8 dias
399,Oscilação na rede.,"Abri uma reclamação na empresa e até agora ninguém veio solucionar o problema. As quedas de energia continuam, é preciso desligar",N/A,Há 8 dias
400,Conta de luz exorbitante de alta !,"Recebi minha conta de luz e vi o absurdo que veio de luz! 1,263,16!! 1 ar condicionado, 1 geladeira nova, 1 máquina de lavar, 1 ve",Respondida,Há 8 dias
401,Falta de energia,"Bem no dia 18 de Janeiro 2024 começamos a ter problemas com falta de energia qu durou até o dia 22, por várias vezes nesse período",Respondida,Há 8 dias
402,Curto externo no fio que leva eletricidade ao relógio da casa.,Houve curto e princípio de incêndio no fio que leva eletricidade da minha casa.Esse incidente aconteceu na segunda-feira dia 22 de,Respondida,Há 8 dias
403,Não comparecimento da equipe para vistoria,"Em uma última reclamação (ID*******), explicamos sobre um período desse mês de Janeiro, que o CPF responsável pela conta de luz, n",Respondida,Há 8 dias
404,LIGHT NAO VEM RESOLVER CABO TRIFASICO ARRIADO E PARTIDO,Na quinta-feira (25/01/2024) as 06:06 da manha abrir uma chamado para light por conta de um inicio de incendio na fiação de um pos,Respondida,Há 8 dias
405,Nova ligação,"Estou a dias tentando solicitar uma nova ligação na minha residência, na data de hoje verifiquei pelo site que foi reprovado, poré",Respondida,Há 8 dias
406,Queda de luz constante,"Desde a madrugada do dia 25, estou sofrendo com constantes quedas de energia na minha região, já fiz reclamações na ouvidoria da e",Respondida,Há 8 dias
407,Não consigo fazer a troca de titularidade,"Já tentei por diversas vezes realizar a troca de titularidade da conta da light para o meu novo imóvel. O site é muito ruim, cai o",Respondida,Há 8 dias
408,Prazo Troca de titularidade e religação de energia,"Solicitei a troca de titularidade da conta e o prazo que me passaram são 3 dias úteis, só pra trocar o nome da conta e mais 1 dia",Respondida,Há 8 dias
409,Idosa pensionista sem plano de saúde,"Minha mãe idosa de 79 anos, com vários problemas de saúde,pensionista do plano oferecido pela Light, atualmente Amil. Em dezembro",Respondida,Há 8 dias
410,URGENTE EQUIPE - RISCO DE ACIDENTE - FIOS PARTIDOS,URGENTE EQUIPE - RISCO DE ACIDENTE - FIOS PARTIDOSTerça dia 23/01/24 a tarde devido a muita chuva houve um estouro em,Respondida,Há 8 dias
411,Solciitação de parecer de acesso nao atendido,"Foi dado entrada no parecer de acesso no dia 18/01 e até agora não foi atendida.fui informado que entraria em tratativa, mas",Respondida,Há 8 dias
412,Orçamento de conexão nao enviado - Leila,No dia 6 de Janeiro foi recebido um protocolo******* referente ao recebimentos de todos os documentos necessarios para micro geraç,Respondida,Há 8 dias
413,"Quedas de energia, eletrodoméstico queimado !","Boa tarde!Estamos enfrentando problemas com os frequentes cortes de energia da Light, o que tem sido bastante desafiad",Respondida,Há 8 dias
414,Ressarcimento Danos elétricos,"Dei entrada na documentação exigida para ressarcimento de danos elétricos, e no dia 19/01/24, sexta feira as 15:50h, recebi email",Respondida,Há 8 dias
415,"Light está cobrando taxa indevidamente, agindo de maneira duvidosa .",Quem mora na ilha do governador vem sofrendo todo esse mês de janeiro com a prestação de serviços da light . Apagões que duram dia,Respondida,Há 8 dias
416,"SERVIÇO MAL FEITO, FIO EMENDADO DO QUADRO AO POSTE","FOI FEITO UM TRABALHO MAL FEITO, ""PORCO"", PERIGOSO; UMA EMENDA DO FIO QUE VAI DO QUADRO DE DISTRIBUIÇÃO AO POSTE DA LIGH",Respondida,Há 8 dias
417,Falta de energia,"Ontem dia 25/01 teve alguns picos de luz, ao chegar do trabalho me deparei com a geladeira queimada. Moro com meu avô de idade e",Respondida,Há 8 dias
418,Comércio com mas de 15 dias sem fase 220v,"Boa tarde , estou a quase 20 dias sem a fase 220v no meu comércio. Já fiz a solicitação mais de 15 vezes tenho vários protocolo",Respondida,Há 8 dias
419,Descaso total com o cliente,Estou sem luz há quase 3 dias. A primeira reclamação foi no dia 23/01/24 por volta das 14:30 quando ficamos sem luz. Desde então f,N/A,Há 8 dias
420,Negociação,"Boa tarde, mais uma vez essa empresa vem me dando dor de cabeça. Não consigo realizar a negociação pelos canais oficiais e com iss",N/A,Há 8 dias
421,FALTA DE LUZ HÁ 6 DIAS,"Estou tentando entrar em contato com a empresa para solicitar reparo, mas os funcionários ao saber do motivo encerram a chamada, q",Respondida,Há 8 dias
422,Light enviando para Serasa nomes de clientes adimplentes,"Minha conta da Light está em débito automático há 12 anos. Conta de janeiro venceu no dia 4 de janeiro. Segundo o Banco Itaú, a Li",Respondida,Há 8 dias
423,Light me cadastrou indevidamente no Serasa!,À Equipe Light!Minhas contas de luz estão cadastradas há anos em débito automático.Fui supreendida com car,Respondida,Há 8 dias
424,Falta de luz,"Dia 20 desse mês de Janeiro, pegoufogo no poste e fiquei sem luz. Acontece que liguei várias vezes. Mandaram 3 equipes que não po",N/A,Há 8 dias
425,"Apesar da minha conta da Light ser débito automático, recebi carta do Serasa, pois a Light mandou meu nome pra eles. Como pode ????","Minha conta de energia elétrica da Light, é em débito automático e não entendi o porque a Light mandou o meu nome para o Serasa, r",Respondida,Há 8 dias
426,Pedido de alteração de carga desde 13/11/2023,"Desde 13/11/2023 eu venho fazendo diversas solicitações para atender o pedido de alteração de carga, desde troca de titularidade,",Respondida,Há 8 dias
427,Rede elétrica envolvida em árvore,"Bom dia então, estamos constantemente ficando sem energia elétrica devido enfrente a minha residência ter uma árvore que está env",Respondida,Há 8 dias
428,VENTILADOR DE TETO DANIFICADO COM A FALTA DE LUZ,"Prezado, bom dia!Devido a falta de energia nos dias 17/01/2024 até o dia 20/01/2024 ( SEM UMA FASE NO CONDOMÍNIO TUDO",Respondida,Há 8 dias
429,CORTE INTERMITENTE DE ENERGIA,Como já relatei anteriormente os cortes/retorno de energia continuam acontecendo.Só como exemplo dia 24/01/34 exatamente às,N/A,Há 8 dias
430,Créditos de energia gerados pelo sistema de microgeração não foi abatido na conta de mesmo CPF já cadastrada para usar os créditos.,Estou usando essa plataforma pois o fale conosco da lightestá com erro 404. Solicito a contestação da conta de JAN/24 cód. Instala,Respondida,Há 8 dias
431,leitura de relógio que está todo escuro no leitor,"Gostaria de saber como a light está me cobrando R$ 759,01 de conta de energia baseada em que leitura tendo em vista que já abri ch",Respondida,Há 8 dias
432,Queda de energia recorrente e falta de transparência da empresa,"Moro na Tijuca e de dezembro para cá frequentemente temos ficado sem energia no prédio. Na última segunda-feira (22/01), tiv",Respondida,Há 8 dias
433,falta de energia,"Moro Na Praia do Cardo em Sepetiba no final da rua, Rio de Janeiro, RJ. E quero reclamar novamente pelas constantes faltas de ener",Respondida,Há 8 dias
434,Comprovante de pagamento - não cortem minha luz,Bom diaAcabei de realizar o pagamento de uma conta em atraso pelo cartão de crédito mas ainda não compensouSegue compr,Respondida,Há 8 dias
435,Falta de luz a mais de 24 horas,"Dia 24/01/2024 por volta de 20hs, um caminhão passou e arrebentou o fio de energia, deixando o fio energia do jogado no chão , lig",Respondida,Há 8 dias
436,Renegociação,"Bom dia ,gostaria de tá fazendo uma renegociação com a Ligth, pois fiquei com dificuldade de tá pagando as duas últimas contas ,so",Respondida,Há 8 dias
437,"NÃO FAZEM RESET DO MEU CADASTRO, MEU NOME ESTÁ ERRADO","Já pedi algumas várias vezes o reset do meu cadastro E ELES NÃO FAZEM. Nem meu nome, meu telefone ou email estão certos e estou im",Respondida,Há 8 dias
438,Atendimento ao cliente,"Bom dia !Tenho tido vários problemas com a consecionaria de light, uma que me acusaram de furto de energia sem eu ter feito",Respondida,Há 8 dias
439,Corte Indevido de energia pela Ligth,"Uma equipe da Ligth veio ao condomínio desligar a energia de alguns apartamentos inadimplentes! No entanto, desligaram o meu també",Respondida,Há 8 dias
440,Geladeira Quebrou com Pico de Luz,"Minha geladeira frost free Consul modelo CRM38NBANA parou de congelar, o que constatei no sábado, 20/01/2024 após mais de uma sema",Respondida,Há 8 dias
441,SEM ENERGIA ELETRICA,"Foram 4 dias com transformador pegando fogo, ate que vieram trocar o transformador, mas continuou com problema e vieram no dia seg",Respondida,Há 8 dias
442,Irregularidades com equipe técnica,"Boa noiteEstou aqui já que estou a seis dias sem luz, por motivo que não sei. Ligo para a empresa light para mandar uma equi",Respondida,Há 8 dias
443,Desvincular imail,"Bn , não consigo desvincular meu imail de uma conta , onde não tenho mais , e hj estou com uma conta em meu nome e não consigo ace",Respondida,Há 9 dias
444,Gostaria de negociar o débito em atraso,"Estou tentando fazer um acordo do débito que tenho junto a empresa e não consigo, gostaria de esclarecer que recebo pelo loas e pr",Respondida,Há 9 dias
445,Sem eletricidade no imóvel há mais de 1 mes,"Estou tentando solicitar a religação do serviço desde dezembro/2023. Já liguei, fui diversas vezes na light e não vieram religar.",Respondida,Há 9 dias
446,Reset de senha,Estou a dias tentando acessar o site ou aplicativo da empresa. eu tenho cadastro/ tenho código cliente e não consigo prq diz que,Respondida,Há 9 dias
447,Queda de energia,"Queda de energia constante na Av. Amado baía, Taquara/Jacarepaguá e não há uma assistência, uma vista técnica no local. As mais re",Respondida,Há 9 dias
448,Light não emite a conta de luz,No dia 25/11/2023 foi solicitado que houvesse uma troca de titularidade referente ao imóvel cuja instalação é*******. A troca foi,Respondida,Há 9 dias
449,Light Cobra conta em duplicidade,A light está me cobrando uma conta de energia que já foi paga via pix. Já colocou meu nome no SPC. Não consigo contato com a empre,Respondida,Há 9 dias
450,Conta discordando,"Desde do dia 14/12 estou fora de casa por causa da carga elétrica da light, com esses picos de luz meu prédio ocorreu um incêndio",Respondida,Há 9 dias
451,Valores auto de 2 meses ..,Tô tendo muito dor de cabeça com a light dês de novembro e nada de resolver meu problema só falam que as leituras estão certas até,Respondida,Há 9 dias
452,Conta Paga,Efetuei o pagamento da minha conta de Dezembro em 29 de Novembro. Hoje no dia 25 de Janeiro cortaram minha conta alegando que eu e,Respondida,Há 9 dias
453,Número do medidor errado na conta de luz com valores absurdos,"Em uma casa que residem 2 pessoas que trabalham o dia inteiro na rua, chegam contas com valores absurdos, em média R$700,00, e par",Respondida,Há 9 dias
454,Troca de titularidade,"Estou tentando realizar a troca de titularidade para meu novo endereço, mas o sistema informa que possuo débitos em aberto. Já fiz",Respondida,Há 9 dias
455,Cobrança duplicada,"Solicitei o encerramento de um contrato por meio do Whatsapp da Light em Novembro de 2023, foi informado que deveria pagar o bolet",Respondida,Há 9 dias
456,Preciso passar um relógio pro meu nome tenho comorbidades,Não consigo pelo app e não tenho condições físicas no momento me deslocar preciso muito de ajuda pra resolver logo essa situação.,Respondida,Há 9 dias
457,Falta de luz,Estou há 3 doasse energia elétrica. Já fiz várias reclamações e nada é providenciado. Por último falei com a ouvidoria protocolos,N/A,Há 9 dias
458,Cobranças [Editado pelo Reclame Aqui],Efetuei a rescisão do meu contrato de aluguel no mês de janeiro de 2024 e fui surpreendido ao entrar no site da light para verific,Respondida,Há 9 dias
459,SEM LUZ,"Estou desde Novembro solicitando um suporte da light pois a fiação estava em risco, ontem dia 24/01/24 passou um caminhão e carreg",Respondida,Há 9 dias
460,Não tem agência na Barra,Não consigo transferir titularidade pelo site e não tem agência na Barra da Tijuca. Me despenquei até uma agência da Freguesia num,N/A,Há 9 dias
461,cobranças com a mesma data de vencimento,Gostaria de mencionar que não é a primeira vez que este fato me ocorre. Essa distribuidora de energia não mede a dor de seus clie,Respondida,Há 9 dias
462,Falta de energia há 4 dias,Estou solicitando há 4 dias o reestabelecimento de minha energia a light. Até o momento continuo sem luz. Tenho 2 crianças pequena,Respondida,Há 9 dias
463,"Troca de cep da conta de luz, cep errado.","Boa tarde, estou muito insasfeito, um simples problema que pode ser resolvido rapidamente. Eu liguei dia 24/01/2023 para a central",Respondida,Há 9 dias
